doc_id,year,agency,doc_type,section_type,section_number,layout_list_number,text,layout_type,layout_type_and_number,page_number,element_number_within_page,row
plans-2023-opm-equity-action-plan_text_136_part_of_layout_list_18.p15.2,2023,opm-equity-action-plan,plans,text,136,part_of_layout_list_18,"Create an agency-facing microsite to support Federal agencies seeking to hire applicants from Minority Serving Institutions (MSIs), Persons with Disabilities, and Formerly Incarcerated Individuals.",Text,Text 136 - part of layout list 18,15,2,4698
plans-2023-opm-equity-action-plan_text_137_part_of_layout_list_18.p15.3,2023,opm-equity-action-plan,plans,text,137,part_of_layout_list_18,"Conduct a survey for participants from institutions that OPM partners with, and community outreach events to better understand how people from partner institutions and organizations experience the Federal application process and timeline for Federal jobs.",Text,Text 137 - part of layout list 18,15,3,4699
plans-2023-opm-equity-action-plan_text_138_part_of_layout_list_18.p15.4,2023,opm-equity-action-plan,plans,text,138,part_of_layout_list_18,"Launch a media campaign to engage and increase awareness of Federal job opportunities among underserved communities and drive traffic to the newly created Candidate Landing Page, a tailored USAJobs application page.",Text,Text 138 - part of layout list 18,15,4,4700
plans-2023-opm-equity-action-plan_text_139_part_of_layout_list_18.p15.5,2023,opm-equity-action-plan,plans,text,139,part_of_layout_list_18,Create government-wide technical assistance to support Federal agencies who are engaging with MSIs.,Text,Text 139 - part of layout list 18,15,5,4701
plans-2023-opm-equity-action-plan_text_140_part_of_layout_list_18.p15.6,2023,opm-equity-action-plan,plans,text,140,part_of_layout_list_18,"FEBs are a forum for communication and collaboration among Federal agencies outside of Washington, DC. Approximately 85 percent of all Federal employees work outside the National Capital Region. By establishing an action plan to partner with institutions and community organizations from all 31 geographic FEB locations, OPM will ensure it has a roadmap in place to increase representation of the Federal workforce from every part of America.",Text,Text 140 - part of layout list 18,15,6,4702
plans-2023-opm-equity-action-plan_text_141_part_of_layout_list_18.p15.7,2023,opm-equity-action-plan,plans,text,141,part_of_layout_list_18,Encourage Federal agencies to increase their use of paid internships by making them more accessible to early career talent from underrepresented group.,Text,Text 141 - part of layout list 18,15,7,4703
plans-2023-opm-equity-action-plan_text_142_part_of_layout_list_18.p15.8,2023,opm-equity-action-plan,plans,text,142,part_of_layout_list_18,"To further support this strategy, OPM will continue working towards the commitments that have been outlined in the Alternatives to Re-entry Strategic Plan including:",Text,Text 142 - part of layout list 18,15,8,4704
plans-2023-opm-equity-action-plan_text_143_part_of_layout_list_18.p15.9,2023,opm-equity-action-plan,plans,text,143,part_of_layout_list_18,"Leveraging the Chief Diversity Officers Executive Council and Chief Human Capital Officers to work closely with other Federal agencies to prioritize and assist them with their efforts to recruit, hire, and retain qualified individuals from underserved communities;",Text,Text 143 - part of layout list 18,15,9,4705
plans-2023-opm-equity-action-plan_text_144_part_of_layout_list_18.p15.10,2023,opm-equity-action-plan,plans,text,144,part_of_layout_list_18,Ensure effective implementation of the Fair Chance Act Rule which was published in September 2023; and,Text,Text 144 - part of layout list 18,15,10,4706
plans-2023-opm-equity-action-plan_text_145_part_of_layout_list_18.p15.11,2023,opm-equity-action-plan,plans,text,145,part_of_layout_list_18,"Promote Federal Hiring opportunities by, as appropriate, partnering with nonprofit service organizations that specialize in recruiting and supporting students from underrepresented groups with paid internship opportunities.",Text,Text 145 - part of layout list 18,15,11,4707
plans-2023-opm-equity-action-plan_section_header_28.p15.12,2023,opm-equity-action-plan,plans,section-header,28,NA,Proposed Metrics,Section header,Section header 28,15,12,4708
plans-2023-opm-equity-action-plan_text_146_part_of_layout_list_19.p15.14,2023,opm-equity-action-plan,plans,text,146,part_of_layout_list_19,Near- to Medium-Term:,Text,Text 146 - part of layout list 19,15,14,4709
plans-2023-opm-equity-action-plan_text_147_part_of_layout_list_19.p15.15,2023,opm-equity-action-plan,plans,text,147,part_of_layout_list_19,Increase outreach events with more MSIs.,Text,Text 147 - part of layout list 19,15,15,4710
plans-2023-opm-equity-action-plan_text_148_part_of_layout_list_19.p15.16,2023,opm-equity-action-plan,plans,text,148,part_of_layout_list_19,"Increase representation of MSI candidates among USAJOBS profiles, internship and job applications. Improved perceptions of and satisfaction with Federal job opportunities and the Federal hiring process.",Text,Text 148 - part of layout list 19,15,16,4711
plans-2023-opm-equity-action-plan_text_149_part_of_layout_list_19.p15.17,2023,opm-equity-action-plan,plans,text,149,part_of_layout_list_19,"OPM will measure participant perceptions of and satisfaction with events through a Level Up survey. OPM will survey different stakeholders including K- 12, post-secondary, and community organizations and will use the data to strengthen future events.",Text,Text 149 - part of layout list 19,15,17,4712
plans-2023-opm-equity-action-plan_header_15.p16.0,2023,opm-equity-action-plan,plans,header,15,NA,OPM 2023 Equity Action Plan,Header,Header 15,16,0,4713
plans-2023-opm-equity-action-plan_text_150_part_of_layout_list_20.p16.2,2023,opm-equity-action-plan,plans,text,150,part_of_layout_list_20,"Increase percentage of paid internship opportunities, by utilizing guidance and communications.",Text,Text 150 - part of layout list 20,16,2,4714
plans-2023-opm-equity-action-plan_text_151_part_of_layout_list_20.p16.3,2023,opm-equity-action-plan,plans,text,151,part_of_layout_list_20,Improve perceptions of and satisfaction with Federal job opportunities and the Federal hiring process.,Text,Text 151 - part of layout list 20,16,3,4715
plans-2023-opm-equity-action-plan_text_152_part_of_layout_list_20.p16.4,2023,opm-equity-action-plan,plans,text,152,part_of_layout_list_20,"In 2024, OPM will hire FEB coordinators and create an action plan to engage and partner with institutions and community organizations from all 31 geographic FEB locations to increase awareness of an interest in Federal job opportunities.",Text,Text 152 - part of layout list 20,16,4,4716
plans-2023-opm-equity-action-plan_text_153_part_of_layout_list_20.p16.5,2023,opm-equity-action-plan,plans,text,153,part_of_layout_list_20,Longer-Term:,Text,Text 153 - part of layout list 20,16,5,4717
plans-2023-opm-equity-action-plan_text_154_part_of_layout_list_20.p16.6,2023,opm-equity-action-plan,plans,text,154,part_of_layout_list_20,"Within 10 years, OPM will coordinate with institutions and community organizations from the geographic locations of all 31 FEBS.",Text,Text 154 - part of layout list 20,16,6,4718
plans-2023-opm-equity-action-plan_section_header_29.p16.7,2023,opm-equity-action-plan,plans,section-header,29,NA,Public Participation and Community Engagement,Section header,Section header 29,16,7,4719
plans-2023-opm-equity-action-plan_text_155_part_of_layout_list_21.p16.9,2023,opm-equity-action-plan,plans,text,155,part_of_layout_list_21,"OPM has launched """"The Level Up to Public Service"""" pilot and has directly engaged with the high school and college students from underserved communities through creating events at schools that serve these populations such as HBCUs and MSIs. The pilot provides guidance about Federal jobs and how to apply for them and will be further expanded in the coming year.",Text,Text 155 - part of layout list 21,16,9,4720
plans-2023-opm-equity-action-plan_text_156_part_of_layout_list_21.p16.10,2023,opm-equity-action-plan,plans,text,156,part_of_layout_list_21,"To support this strategy, OPM has conducted key informant interviews (KIIs) and other research and engagement with leaders of affinity groups.",Text,Text 156 - part of layout list 21,16,10,4721
plans-2023-opm-equity-action-plan_text_157_part_of_layout_list_21.p16.11,2023,opm-equity-action-plan,plans,text,157,part_of_layout_list_21,"In 2024, OPM will launch a media campaign that will engage with the general public and will get feedback from focus groups and relevant stakeholders about Federal jobs among underserved populations, including but not limited to people with disabilities, the formerly incarcerated, and those affiliated with MSIs.",Text,Text 157 - part of layout list 21,16,11,4722
plans-2023-opm-equity-action-plan_text_158_part_of_layout_list_21.p16.12,2023,opm-equity-action-plan,plans,text,158,part_of_layout_list_21,"OPM will focus on engaging with underserved communities from MSIs (EO 14035, Section 7a), persons with disabilities (EO 14035, Section 2a), and formerly incarcerated individuals (EO 14035, Section 2a). OPM will also inform and integrate with complementary efforts including those from the President's Management Agenda.",Text,Text 158 - part of layout list 21,16,12,4723
plans-2023-opm-equity-action-plan_section_header_30.p16.13,2023,opm-equity-action-plan,plans,section-header,30,NA,Strategy 3: FEHB Affordability Study- Advance the equitable participation of Federal employees in the FEHB Program by identifying barriers and potential solutions to accessing health benefits,Section header,Section header 30,16,13,4724
plans-2023-opm-equity-action-plan_text_159.p16.14,2023,opm-equity-action-plan,plans,text,159,NA,"OPM will conduct a study on non-enrollment patterns and employee perceptions of affordability to assess the extent and type of affordability issues. The study will also review strategies that other sectors have undertaken as well as potential policy solutions to address healthcare affordability. The study will develop a set of recommendations for OPM leadership to consider improving equitable participation in FEHB. These activities are aligned to OPM's Strategic Objective 1.2, which seeks to position the Federal government as a model employer, including with respect to competitive benefits.",Text,Text 159,16,14,4725
plans-2023-opm-equity-action-plan_header_16.p17.0,2023,opm-equity-action-plan,plans,header,16,NA,OPM 2023 Equity Action Plan,Header,Header 16,17,0,4726
plans-2023-opm-equity-action-plan_section_header_31.p17.1,2023,opm-equity-action-plan,plans,section-header,31,NA,Whole-of-Government Equity Objective(s),Section header,Section header 31,17,1,4727
plans-2023-opm-equity-action-plan_text_160.p17.2,2023,opm-equity-action-plan,plans,text,160,NA,Health Equity: OPM's north star is to put people first and enhance their opportunities to participate in FEHB Program.,Text,Text 160,17,2,4728
plans-2023-opm-equity-action-plan_text_161.p17.3,2023,opm-equity-action-plan,plans,text,161,NA,Collaborating Agencies: Department of Health and Human Services,Text,Text 161,17,3,4729
plans-2023-opm-equity-action-plan_section_header_32.p17.4,2023,opm-equity-action-plan,plans,section-header,32,NA,Barriers to Equity,Section header,Section header 32,17,4,4730
plans-2023-opm-equity-action-plan_text_162_part_of_layout_list_22.p17.6,2023,opm-equity-action-plan,plans,text,162,part_of_layout_list_22,"Federal employees and retirees face increasing health care premiums (as a percentage of income) and difficulty affording paying their share of premiums, as well as health plan copayments and coinsurance. These increases disproportionately impact lower wage Federal employees and retirees as there is no adjustment to reflect differences in family incomes.",Text,Text 162 - part of layout list 22,17,6,4731
plans-2023-opm-equity-action-plan_text_163_part_of_layout_list_22.p17.7,2023,opm-equity-action-plan,plans,text,163,part_of_layout_list_22,The government contribution toward FEHB enrollee premium is set in statute. These contributions are the lesser of 72 percent of the weighted average premium of all plans or 75 percent of the premium of the plan chosen by the enrollee.,Text,Text 163 - part of layout list 22,17,7,4732
plans-2023-opm-equity-action-plan_text_164_part_of_layout_list_22.p17.8,2023,opm-equity-action-plan,plans,text,164,part_of_layout_list_22,"The government contribution formula makes no distinction between the grade or salary level of the Federal employee or the amount of the annuitant's annuity payment. In other words, a Senior Executive enrolled in Blue Cross Basic pays the same self only premium as the GS-5 enrolled in the same plan, even though the Senior Executive may earn three times the pay of the GS-5.",Text,Text 164 - part of layout list 22,17,8,4733
plans-2023-opm-equity-action-plan_text_165_part_of_layout_list_22.p17.9,2023,opm-equity-action-plan,plans,text,165,part_of_layout_list_22,"Similarly, health plan cost sharing at time of service, deductibles, and the maximum out of pocket payment allowed are not adjusted based on enrollee income or grade.",Text,Text 165 - part of layout list 22,17,9,4734
plans-2023-opm-equity-action-plan_text_166_part_of_layout_list_22.p17.10,2023,opm-equity-action-plan,plans,text,166,part_of_layout_list_22,"The FEHB Program does not currently have information on the family income of individual employees or retirees to enable targeting of the FEHB benefit to those with lower incomes, and further research is needed to understand what factors affect non- enrollment and how employees perceive affordability.",Text,Text 166 - part of layout list 22,17,10,4735
plans-2023-opm-equity-action-plan_section_header_33.p17.11,2023,opm-equity-action-plan,plans,section-header,33,NA,Evidence Base to Support Strategy,Section header,Section header 33,17,11,4736
plans-2023-opm-equity-action-plan_text_167_part_of_layout_list_23.p17.13,2023,opm-equity-action-plan,plans,text,167,part_of_layout_list_23,"In analysis of the Current Population Survey, the Kaiser Family Foundation reports that those enrolled in employer-based health insurance with incomes at or below 199% of the Federal Poverty Level (FPL) pay an average of 10.4% of their family income on health insurance premiums and out-of-pocket costs compared to an overall average of four percent for all employer-based enrollees.",Text,Text 167 - part of layout list 23,17,13,4737
plans-2023-opm-equity-action-plan_text_168_part_of_layout_list_23.p17.14,2023,opm-equity-action-plan,plans,text,168,part_of_layout_list_23,"Health care premiums as a percentage of Federal pay have outpaced wage increases; for example, in 2012, a self only premium in the most popular nationwide plan represented 4.8% of a GS-5, Step 5 salary; in 2016, that figure rose to 5.6%; and, in 2022, it is 5.9%.",Text,Text 168 - part of layout list 23,17,14,4738
plans-2023-opm-equity-action-plan_text_169_part_of_layout_list_23.p17.15,2023,opm-equity-action-plan,plans,text,169,part_of_layout_list_23,Those that fall in the 200% to 399% FPL range pay 6.9% of family income for health insurance premiums and out-of-pocket costs.,Text,Text 169 - part of layout list 23,17,15,4739
plans-2023-opm-equity-action-plan_text_170_part_of_layout_list_23.p17.16,2023,opm-equity-action-plan,plans,text,170,part_of_layout_list_23,"The number of Federal employees who decline FEHB coverage correlates closely with salary levels. The table below shows Federal employee enrollment status by salary level, drawn from OPM human resources data.",Text,Text 170 - part of layout list 23,17,16,4740
plans-2023-opm-equity-action-plan_header_17.p18.0,2023,opm-equity-action-plan,plans,header,17,NA,OPM 2023 Equity Action Plan,Header,Header 17,18,0,4741
plans-2023-opm-equity-action-plan_text_171_part_of_layout_list_24.p18.3,2023,opm-equity-action-plan,plans,text,171,part_of_layout_list_24,Those who are in lowest graded positions are approximately four times as likely to decline FEHB coverage than those in the highest graded tier.,Text,Text 171 - part of layout list 24,18,3,4742
plans-2023-opm-equity-action-plan_text_172_part_of_layout_list_24.p18.4,2023,opm-equity-action-plan,plans,text,172,part_of_layout_list_24,"According to the Federal Employee Benefits Survey (FEBS), OPM understands that the primary reason Federal employees decline FEHB coverage is because they have coverage through TRICARE or their spouse's employer-based insurance. However, FEBS results also show that those in the lowest wage categories are less likely to be covered by another person's health insurance or TRICARE than those in higher wage categories.",Text,Text 172 - part of layout list 24,18,4,4743
plans-2023-opm-equity-action-plan_text_173_part_of_layout_list_24.p18.5,2023,opm-equity-action-plan,plans,text,173,part_of_layout_list_24,"Based on responses to the FEBS, OPM understands that employees at lower grade levels are more likely to report that they are not enrolled because """"health insurance through the FEHB is too expensive:""""",Text,Text 173 - part of layout list 24,18,5,4744
plans-2023-opm-equity-action-plan_text_174_part_of_layout_list_24.p18.6,2023,opm-equity-action-plan,plans,text,174,part_of_layout_list_24,Federal Wage System (hourly employees) - 15.3%,Text,Text 174 - part of layout list 24,18,6,4745
plans-2023-opm-equity-action-plan_text_175_part_of_layout_list_24.p18.7,2023,opm-equity-action-plan,plans,text,175,part_of_layout_list_24,GS 1 - 6 - 5.6%,Text,Text 175 - part of layout list 24,18,7,4746
plans-2023-opm-equity-action-plan_text_176_part_of_layout_list_24.p18.8,2023,opm-equity-action-plan,plans,text,176,part_of_layout_list_24,GS 7 - 12 - 4.8%,Text,Text 176 - part of layout list 24,18,8,4747
plans-2023-opm-equity-action-plan_text_177_part_of_layout_list_24.p18.9,2023,opm-equity-action-plan,plans,text,177,part_of_layout_list_24,GS 13 - 15 - 2.2%,Text,Text 177 - part of layout list 24,18,9,4748
plans-2023-opm-equity-action-plan_text_178_part_of_layout_list_24.p18.10,2023,opm-equity-action-plan,plans,text,178,part_of_layout_list_24,"Senior Executive Service, Senior Leader (SL) -0%",Text,Text 178 - part of layout list 24,18,10,4749
plans-2023-opm-equity-action-plan_section_header_34.p18.11,2023,opm-equity-action-plan,plans,section-header,34,NA,Actions to Achieve Equity,Section header,Section header 34,18,11,4750
plans-2023-opm-equity-action-plan_text_179.p18.12,2023,opm-equity-action-plan,plans,text,179,NA,"To address these barriers, OPM will:",Text,Text 179,18,12,4751
plans-2023-opm-equity-action-plan_text_180_part_of_layout_list_25.p18.14,2023,opm-equity-action-plan,plans,text,180,part_of_layout_list_25,Conduct a mixed methods study that will access and analyze data on FEHB enrollment and use patterns by health plan and enrollee demographics to explore demographic and geographic variation in FEHB enrollment and affordability.,Text,Text 180 - part of layout list 25,18,14,4752
plans-2023-opm-equity-action-plan_text_181_part_of_layout_list_25.p18.15,2023,opm-equity-action-plan,plans,text,181,part_of_layout_list_25,Review existing studies on methods for improving access to employer-based insurance coverage.,Text,Text 181 - part of layout list 25,18,15,4753
plans-2023-opm-equity-action-plan_header_18.p19.0,2023,opm-equity-action-plan,plans,header,18,NA,OPM 2023 Equity Action Plan,Header,Header 18,19,0,4754
plans-2023-opm-equity-action-plan_text_182_part_of_layout_list_26.p19.2,2023,opm-equity-action-plan,plans,text,182,part_of_layout_list_26,Document findings that will help OPM understand the trends and the reasons behind employees not accessing FEHB.,Text,Text 182 - part of layout list 26,19,2,4755
plans-2023-opm-equity-action-plan_text_183_part_of_layout_list_26.p19.3,2023,opm-equity-action-plan,plans,text,183,part_of_layout_list_26,"Resources that OPM will use to conduct this study include the Healthcare and Insurance FEHB Member Data, FEBS, literature on designing employer-based insurance to improve access for all employees, and assistance from an external health economist.",Text,Text 183 - part of layout list 26,19,3,4756
plans-2023-opm-equity-action-plan_text_184_part_of_layout_list_26.p19.4,2023,opm-equity-action-plan,plans,text,184,part_of_layout_list_26,Provide OPM with actionable insights and policy recommendations based on steps taken by other public and private sector employers to improve participation and reduce inequities in the program.,Text,Text 184 - part of layout list 26,19,4,4757
plans-2023-opm-equity-action-plan_text_185_part_of_layout_list_26.p19.5,2023,opm-equity-action-plan,plans,text,185,part_of_layout_list_26,"Model coverage improvements based on proposed policy options, to the extent allowable by law.",Text,Text 185 - part of layout list 26,19,5,4758
plans-2023-opm-equity-action-plan_text_186_part_of_layout_list_26.p19.6,2023,opm-equity-action-plan,plans,text,186,part_of_layout_list_26,Identify participants and conduct focus groups to understand the root causes leading to non-participation in FEHB.,Text,Text 186 - part of layout list 26,19,6,4759
plans-2023-opm-equity-action-plan_section_header_35.p19.7,2023,opm-equity-action-plan,plans,section-header,35,NA,Proposed Metrics,Section header,Section header 35,19,7,4760
plans-2023-opm-equity-action-plan_text_187_part_of_layout_list_27.p19.9,2023,opm-equity-action-plan,plans,text,187,part_of_layout_list_27,Near- to Medium-Term:,Text,Text 187 - part of layout list 27,19,9,4761
plans-2023-opm-equity-action-plan_text_188_part_of_layout_list_27.p19.10,2023,opm-equity-action-plan,plans,text,188,part_of_layout_list_27,"Findings based on an analysis of FEHB enrollment data, FEBS data, and qualitative data.",Text,Text 188 - part of layout list 27,19,10,4762
plans-2023-opm-equity-action-plan_text_189_part_of_layout_list_27.p19.11,2023,opm-equity-action-plan,plans,text,189,part_of_layout_list_27,Completed study with recommendations to improve equity.,Text,Text 189 - part of layout list 27,19,11,4763
plans-2023-opm-equity-action-plan_text_190_part_of_layout_list_27.p19.12,2023,opm-equity-action-plan,plans,text,190,part_of_layout_list_27,Policy proposals to address affordability issues experienced by those eligible for FEHB.,Text,Text 190 - part of layout list 27,19,12,4764
plans-2023-opm-equity-action-plan_text_191_part_of_layout_list_27.p19.13,2023,opm-equity-action-plan,plans,text,191,part_of_layout_list_27,Longer-Term: Reduced percent of employees citing affordability as a reason for declining FEHB.,Text,Text 191 - part of layout list 27,19,13,4765
plans-2023-opm-equity-action-plan_section_header_36.p19.14,2023,opm-equity-action-plan,plans,section-header,36,NA,Public Participation and Community Engagement,Section header,Section header 36,19,14,4766
plans-2023-opm-equity-action-plan_text_192_part_of_layout_list_28.p19.16,2023,opm-equity-action-plan,plans,text,192,part_of_layout_list_28,Focus groups with current Agency Benefits Officers and Federal employees. The approach and investment in data linkages in this study could enable future of work on annuitants as well.,Text,Text 192 - part of layout list 28,19,16,4767
plans-2023-opm-equity-action-plan_text_193_part_of_layout_list_28.p19.17,2023,opm-equity-action-plan,plans,text,193,part_of_layout_list_28,"Review the literature on affordability issues faced by other employer-based insurance programs, particularly those in the public sector.",Text,Text 193 - part of layout list 28,19,17,4768
plans-2023-opm-equity-action-plan_text_194_part_of_layout_list_28.p19.18,2023,opm-equity-action-plan,plans,text,194,part_of_layout_list_28,OPM will discuss affordability issues and strategies to address those issues with other employers.,Text,Text 194 - part of layout list 28,19,18,4769
plans-2023-opm-equity-action-plan_section_header_37.p19.19,2023,opm-equity-action-plan,plans,section-header,37,NA,Strategy 4: Advance equitable access to and the quality of maternal health benefits by expanding the scope and availability of covered prenatal and postpartum FEHB services,Section header,Section header 37,19,19,4770
plans-2023-opm-equity-action-plan_text_195.p19.20,2023,opm-equity-action-plan,plans,text,195,NA,"In this strategy, OPM will improve access to and quality of maternal health outcomes, especially for persons of color, by expanding the scope of covered prenatal and postpartum services, increasing reimbursement for targeted prenatal and postpartum supports, and including a broader range of service providers such as doulas and nurse midwives. This strategy is affiliated to the OPM Strategic Objective 1.1.",Text,Text 195,19,20,4771
plans-2023-opm-equity-action-plan_header_19.p20.0,2023,opm-equity-action-plan,plans,header,19,NA,OPM 2023 Equity Action Plan,Header,Header 19,20,0,4772
plans-2023-opm-equity-action-plan_section_header_38.p20.1,2023,opm-equity-action-plan,plans,section-header,38,NA,Whole-of-Government Equity Objective(s),Section header,Section header 38,20,1,4773
plans-2023-opm-equity-action-plan_text_196.p20.2,2023,opm-equity-action-plan,plans,text,196,NA,"Health Equity: Advance equity in health, including mental and behavioral health and well-being, and deliver an equitable response following the COVID-19 pandemic.",Text,Text 196,20,2,4774
plans-2023-opm-equity-action-plan_text_197.p20.3,2023,opm-equity-action-plan,plans,text,197,NA,"Collaborating Agencies: Departments of Health and Human Services, Veteran Affairs, and Defense",Text,Text 197,20,3,4775
plans-2023-opm-equity-action-plan_section_header_39.p20.4,2023,opm-equity-action-plan,plans,section-header,39,NA,Barriers to Equity,Section header,Section header 39,20,4,4776
plans-2023-opm-equity-action-plan_text_198_part_of_layout_list_29.p20.6,2023,opm-equity-action-plan,plans,text,198,part_of_layout_list_29,"As stated in the White House Blueprint for Addressing the Maternal Health Crisis, Women in the US die from pregnancy-related causes at a higher rate than any other developed nation in the world. The maternal mortality rate is even worse for Black women, Native American women, and women who live in rural areas - all are significantly more likely to die due to pregnancy-related complications. This crisis has been worsened by the COVID-19 pandemic, which has increased rural maternal healthcare deserts.",Text,Text 198 - part of layout list 29,20,6,4777
plans-2023-opm-equity-action-plan_text_199_part_of_layout_list_29.p20.7,2023,opm-equity-action-plan,plans,text,199,part_of_layout_list_29,"Barriers OPM seeks to address are also identified by the White House Blueprint for Addressing the Maternal Health Crisis and maternal health literature include access to prenatal care (particularly for marginalized communities), inadequate reimbursement for services offered by appropriate providers (e.g. midwives and doulas), and providers insensitive to the needs of women of color regardless of income.",Text,Text 199 - part of layout list 29,20,7,4778
plans-2023-opm-equity-action-plan_section_header_40.p20.8,2023,opm-equity-action-plan,plans,section-header,40,NA,Evidence Base to Support Strategy,Section header,Section header 40,20,8,4779
plans-2023-opm-equity-action-plan_text_200_part_of_layout_list_30.p20.10,2023,opm-equity-action-plan,plans,text,200,part_of_layout_list_30,"According to the White House, Black women are three times more likely to die from pregnancy related causes, Native American women are more than two times as likely, and women who live in rural areas are 60% more likely to die.",Text,Text 200 - part of layout list 30,20,10,4780
plans-2023-opm-equity-action-plan_text_201_part_of_layout_list_30.p20.11,2023,opm-equity-action-plan,plans,text,201,part_of_layout_list_30,Over 80% of pregnancy-related deaths are preventable.,Text,Text 201 - part of layout list 30,20,11,4781
plans-2023-opm-equity-action-plan_text_202_part_of_layout_list_30.p20.12,2023,opm-equity-action-plan,plans,text,202,part_of_layout_list_30,"Maternal mortality is highest in the first 42 days postpartum, representing 45% of total maternal mortality.",Text,Text 202 - part of layout list 30,20,12,4782
plans-2023-opm-equity-action-plan_section_header_41.p20.13,2023,opm-equity-action-plan,plans,section-header,41,NA,Actions to Achieve Equity,Section header,Section header 41,20,13,4783
plans-2023-opm-equity-action-plan_text_203.p20.14,2023,opm-equity-action-plan,plans,text,203,NA,"To address these barriers, OPM will:",Text,Text 203,20,14,4784
plans-2023-opm-equity-action-plan_text_204_part_of_layout_list_31.p20.16,2023,opm-equity-action-plan,plans,text,204,part_of_layout_list_31,"Strengthen coverage, benefits, and services around maternal healthcare, especially in support of prenatal and postpartum care, such as improving reimbursement and coverage of perinatal support visits and providing coverage of self-measured blood pressure cuffs and associated services to prevent hypertension.",Text,Text 204 - part of layout list 31,20,16,4785
plans-2023-opm-equity-action-plan_text_205_part_of_layout_list_31.p20.17,2023,opm-equity-action-plan,plans,text,205,part_of_layout_list_31,Adopt the Hear HerTM campaign to educate providers on how best to support pregnant people of color.,Text,Text 205 - part of layout list 31,20,17,4786
plans-2023-opm-equity-action-plan_text_206_part_of_layout_list_31.p20.18,2023,opm-equity-action-plan,plans,text,206,part_of_layout_list_31,Adopt in this action means to provide funding for this provider education campaign for the medical providers in the FEHB plan provider networks.,Text,Text 206 - part of layout list 31,20,18,4787
plans-2023-opm-equity-action-plan_header_20.p21.0,2023,opm-equity-action-plan,plans,header,20,NA,OPM 2023 Equity Action Plan,Header,Header 20,21,0,4788
plans-2023-opm-equity-action-plan_text_207_part_of_layout_list_32.p21.2,2023,opm-equity-action-plan,plans,text,207,part_of_layout_list_32,"Increase reimbursement and coverage for childbirth education classes, group prenatal care, home visiting programs, care management for high-risk pregnancies, self-measured blood pressure monitoring, certified nurse midwives, birth centers, and perinatal support services, like doulas.",Text,Text 207 - part of layout list 32,21,2,4789
plans-2023-opm-equity-action-plan_text_208_part_of_layout_list_32.p21.3,2023,opm-equity-action-plan,plans,text,208,part_of_layout_list_32,"Encourage FEHB Carriers to provide quality bonuses to maternity providers whose Consumer Assessment of Healthcare Providers & Systems (CAHPS) scores improve, reimburse at a higher rate health systems with Alliance for Innovation on Maternal Health (AIM) patient safety bundles or Joint Commission certification, use the """"Birthing-Friendly"""" hospital designation coined by the Centers for Medicare and Medicaid Services (CMS), and to adopt the Centers for Disease Control (CDC) Hear Her campaign.",Text,Text 208 - part of layout list 32,21,3,4790
plans-2023-opm-equity-action-plan_text_209_part_of_layout_list_32.p21.4,2023,opm-equity-action-plan,plans,text,209,part_of_layout_list_32,Work with FEHB Carriers to improve the collection of maternal race and ethnicity data.,Text,Text 209 - part of layout list 32,21,4,4791
plans-2023-opm-equity-action-plan_text_210_part_of_layout_list_32.p21.5,2023,opm-equity-action-plan,plans,text,210,part_of_layout_list_32,Analyze race and ethnicity data on maternal health quality metrics from the National Committee for Quality Assurance for possible inclusion in the FEHB Plan Performance Assessment program and identify appropriate next steps.,Text,Text 210 - part of layout list 32,21,5,4792
plans-2023-opm-equity-action-plan_section_header_42.p21.6,2023,opm-equity-action-plan,plans,section-header,42,NA,Proposed Metrics,Section header,Section header 42,21,6,4793
plans-2023-opm-equity-action-plan_text_211_part_of_layout_list_33.p21.8,2023,opm-equity-action-plan,plans,text,211,part_of_layout_list_33,Near- to Medium-Term:,Text,Text 211 - part of layout list 33,21,8,4794
plans-2023-opm-equity-action-plan_text_212_part_of_layout_list_33.p21.9,2023,opm-equity-action-plan,plans,text,212,part_of_layout_list_33,"Improve perinatal care offered by FEHB plans, as measured by increased adoption of Hear Her campaign, increased coverage, and reimbursement for perinatal support services (including nurse midwives, birthing centers, and doulas), and increased contracting with Birthing Friendly hospitals.",Text,Text 212 - part of layout list 33,21,9,4795
plans-2023-opm-equity-action-plan_text_213_part_of_layout_list_33.p21.10,2023,opm-equity-action-plan,plans,text,213,part_of_layout_list_33,"Continue work to make improvements in access to postpartum depression care and services offered by FEHB plans, as measured by reported increases in coverage of postpartum depression screening and treatment.",Text,Text 213 - part of layout list 33,21,10,4796
plans-2023-opm-equity-action-plan_text_214_part_of_layout_list_33.p21.11,2023,opm-equity-action-plan,plans,text,214,part_of_layout_list_33,"OPM will continue to focus on these efforts in the coming years to address broader access, as appropriate. According to reported information from FEHB Carriers:",Text,Text 214 - part of layout list 33,21,11,4797
plans-2023-opm-equity-action-plan_text_215_part_of_layout_list_33.p21.12,2023,opm-equity-action-plan,plans,text,215,part_of_layout_list_33,"72% of health plans have adopted the """"Hear Her"""" campaign.",Text,Text 215 - part of layout list 33,21,12,4798
plans-2023-opm-equity-action-plan_text_216_part_of_layout_list_33.p21.13,2023,opm-equity-action-plan,plans,text,216,part_of_layout_list_33,77% of health plans cover certified nurse midwives.,Text,Text 216 - part of layout list 33,21,13,4799
